"","ref","psoc_code","desc_psoc","psic_code","psic_desc","cow_code","cow_desc","psic_3digit","psic_group_code","psic_group_desc"
"1","11084132",110,"Commissioned Armed Forces officers","8413","Regulation of and contribution to more efficient operation of businesses",2,"Gov't/Gov't Corporation","841","841","Education"
"2","11084222",110,"Commissioned Armed Forces officers","8422","Defense activities",2,"Gov't/Gov't Corporation","842","842","Provision of services to the community as a whole"
"3","21084132",210,"Non-commissioned Armed Forces officers","8413","Regulation of and contribution to more efficient operation of businesses",2,"Gov't/Gov't Corporation","841","841","Education"
"4","21084222",210,"Non-commissioned Armed Forces officers","8422","Defense activities",2,"Gov't/Gov't Corporation","842","842","Provision of services to the community as a whole"
"5","31084132",310,"Armed Forces occupations, other ranks","8413","Regulation of and contribution to more efficient operation of businesses",2,"Gov't/Gov't Corporation","841","841","Education"
"6","31084222",310,"Armed Forces occupations, other ranks","8422","Defense activities",2,"Gov't/Gov't Corporation","842","842","Provision of services to the community as a whole"
"7","111184112",1111,"Legislators","8411","General public administration activities",2,"Gov't/Gov't Corporation","841","841","Education"
"8","111284112",1112,"Senior government officials","8411","General public administration activities",2,"Gov't/Gov't Corporation","841","841","Education"
"9","111384112",1113,"Traditional chiefs and heads of villages	","8411","General public administration activities",2,"Gov't/Gov't Corporation","841","841","Education"
"10","111484112",1114,"Senior officials of special-interest organizations","8411","General public administration activities",2,"Gov't/Gov't Corporation","841","841","Education"
"11","111494111",1114,"Senior officials of special-interest organizations","9411","Activities of business and employers membership organizations",1,"Private Establishment","941","941","Activities of business, employers and professional membership organizations"
"12","111494201",1114,"Senior officials of special-interest organizations","9420","Activities of trade unions",1,"Private Establishment","942","942","Activities of trade unions"
"13","1114949212",1114,"Senior officials of special-interest organizations","9492","Activities of political organizations",1,"Private Establishment","949","949","Activities of other membership organizations"
"14","1114949212",1114,"Senior officials of special-interest organizations","9492","Activities of political organizations",2,"Gov't/Gov't Corporation","949","949","Activities of other membership organizations"
"15","111494991",1114,"Senior officials of special-interest organizations","9499","Activities of other membership organizations, n. e. c.",1,"Private Establishment","949","949","Activities of other membership organizations"
"16","111499011",1114,"Senior officials of special-interest organizations","9901","Activities of extra-territorial organizations and bodies",1,"Private Establishment","990","990","Activities of extra-territorial organizations and bodies"
"17","111499091",1114,"Senior officials of special-interest organizations","9909","Activities of other international organizations",1,"Private Establishment","990","990","Activities of extra-territorial organizations and bodies"
"18","11200114156",1120,"Managing directors and chief executives","0114","Growing of sugarcane including muscovado sugar-making in the farm",1,"Private Establishment","011","011","Growing of non-perennial crops"
"19","11200114156",1120,"Managing directors and chief executives","0114","Growing of sugarcane including muscovado sugar-making in the farm",5,"With pay (Family owned Business)","011","011","Growing of non-perennial crops"
"20","11200114156",1120,"Managing directors and chief executives","0114","Growing of sugarcane including muscovado sugar-making in the farm",6,"Without Pay (Family owned Business)","011","011","Growing of non-perennial crops"
"21","11200121156",1120,"Managing directors and chief executives","0121","Growing of banana",1,"Private Establishment","012","012","Growing of perennial crops"
"22","11200121156",1120,"Managing directors and chief executives","0121","Growing of banana",5,"With pay (Family owned Business)","012","012","Growing of perennial crops"
"23","11200121156",1120,"Managing directors and chief executives","0121","Growing of banana",6,"Without Pay (Family owned Business)","012","012","Growing of perennial crops"
"24","11200122156",1120,"Managing directors and chief executives","0122","Growing of pineapple",1,"Private Establishment","012","012","Growing of perennial crops"
"25","11200122156",1120,"Managing directors and chief executives","0122","Growing of pineapple",5,"With pay (Family owned Business)","012","012","Growing of perennial crops"
"26","11200122156",1120,"Managing directors and chief executives","0122","Growing of pineapple",6,"Without Pay (Family owned Business)","012","012","Growing of perennial crops"
"27","11200129156",1120,"Managing directors and chief executives","0129","Growing of other fruits and perennial crops",1,"Private Establishment","012","012","Growing of perennial crops"
"28","11200129156",1120,"Managing directors and chief executives","0129","Growing of other fruits and perennial crops",5,"With pay (Family owned Business)","012","012","Growing of perennial crops"
"29","11200129156",1120,"Managing directors and chief executives","0129","Growing of other fruits and perennial crops",6,"Without Pay (Family owned Business)","012","012","Growing of perennial crops"
"30","11200145156",1120,"Managing directors and chief executives","0145","Hog farming",1,"Private Establishment","014","014","Animal production"
"31","11200145156",1120,"Managing directors and chief executives","0145","Hog farming",5,"With pay (Family owned Business)","014","014","Animal production"
"32","11200145156",1120,"Managing directors and chief executives","0145","Hog farming",6,"Without Pay (Family owned Business)","014","014","Animal production"
"33","11200146156",1120,"Managing directors and chief executives","0146","Raising (farming) of chicken (including operation of chicken hatcheries), in confined and free-range environment",1,"Private Establishment","014","014","Animal production"
"34","11200146156",1120,"Managing directors and chief executives","0146","Raising (farming) of chicken (including operation of chicken hatcheries), in confined and free-range environment",5,"With pay (Family owned Business)","014","014","Animal production"
"35","11200146156",1120,"Managing directors and chief executives","0146","Raising (farming) of chicken (including operation of chicken hatcheries), in confined and free-range environment",6,"Without Pay (Family owned Business)","014","014","Animal production"
"36","11200151156",1120,"Managing directors and chief executives","0151","Operation of irrigation systems through cooperatives and non-cooperatives",1,"Private Establishment","015","015","Support activities to agriculture and post-harvest crop activities"
"37","11200151156",1120,"Managing directors and chief executives","0151","Operation of irrigation systems through cooperatives and non-cooperatives",5,"With pay (Family owned Business)","015","015","Support activities to agriculture and post-harvest crop activities"
"38","11200151156",1120,"Managing directors and chief executives","0151","Operation of irrigation systems through cooperatives and non-cooperatives",6,"Without Pay (Family owned Business)","015","015","Support activities to agriculture and post-harvest crop activities"
"39","11200220156",1120,"Managing directors and chief executives","0220","Logging",1,"Private Establishment","022","022","Logging"
"40","11200220156",1120,"Managing directors and chief executives","0220","Logging",5,"With pay (Family owned Business)","022","022","Logging"
"41","11200220156",1120,"Managing directors and chief executives","0220","Logging",6,"Without Pay (Family owned Business)","022","022","Logging"
"42","11200311156",1120,"Managing directors and chief executives","0311","Marine fishing",1,"Private Establishment","031","031","Fishing"
"43","11200311156",1120,"Managing directors and chief executives","0311","Marine fishing",5,"With pay (Family owned Business)","031","031","Fishing"
"44","11200311156",1120,"Managing directors and chief executives","0311","Marine fishing",6,"Without Pay (Family owned Business)","031","031","Fishing"
"45","11200510156",1120,"Managing directors and chief executives","0510","Mining of hard coal",1,"Private Establishment","051","051","Mining of hard coal"
"46","11200510156",1120,"Managing directors and chief executives","0510","Mining of hard coal",5,"With pay (Family owned Business)","051","051","Mining of hard coal"
"47","11200510156",1120,"Managing directors and chief executives","0510","Mining of hard coal",6,"Without Pay (Family owned Business)","051","051","Mining of hard coal"
"48","11200520156",1120,"Managing directors and chief executives","0520","Mining of lignite",1,"Private Establishment","052","052","Mining of lignite"
"49","11200520156",1120,"Managing directors and chief executives","0520","Mining of lignite",5,"With pay (Family owned Business)","052","052","Mining of lignite"
"50","11200520156",1120,"Managing directors and chief executives","0520","Mining of lignite",6,"Without Pay (Family owned Business)","052","052","Mining of lignite"
"51","11200610156",1120,"Managing directors and chief executives","0610","Extraction of crude petroleum",1,"Private Establishment","061","061","Extraction of crude petroleum"
"52","11200610156",1120,"Managing directors and chief executives","0610","Extraction of crude petroleum",5,"With pay (Family owned Business)","061","061","Extraction of crude petroleum"
"53","11200610156",1120,"Managing directors and chief executives","0610","Extraction of crude petroleum",6,"Without Pay (Family owned Business)","061","061","Extraction of crude petroleum"
"54","11200620156",1120,"Managing directors and chief executives","0620","Extraction of natural gas",1,"Private Establishment","062","062","Extraction of natural gas"
"55","11200620156",1120,"Managing directors and chief executives","0620","Extraction of natural gas",5,"With pay (Family owned Business)","062","062","Extraction of natural gas"
"56","11200620156",1120,"Managing directors and chief executives","0620","Extraction of natural gas",6,"Without Pay (Family owned Business)","062","062","Extraction of natural gas"
"57","11200710156",1120,"Managing directors and chief executives","0710","Mining of iron ores",1,"Private Establishment","071","071","Mining of iron ores"
"58","11200710156",1120,"Managing directors and chief executives","0710","Mining of iron ores",5,"With pay (Family owned Business)","071","071","Mining of iron ores"
"59","11200710156",1120,"Managing directors and chief executives","0710","Mining of iron ores",6,"Without Pay (Family owned Business)","071","071","Mining of iron ores"
"60","11200721156",1120,"Managing directors and chief executives","0721","Mining of uranium and thorium ores",1,"Private Establishment","072","072","Mining of non-ferrous metal ores"
"61","11200721156",1120,"Managing directors and chief executives","0721","Mining of uranium and thorium ores",5,"With pay (Family owned Business)","072","072","Mining of non-ferrous metal ores"
"62","11200721156",1120,"Managing directors and chief executives","0721","Mining of uranium and thorium ores",6,"Without Pay (Family owned Business)","072","072","Mining of non-ferrous metal ores"
"63","11200722156",1120,"Managing directors and chief executives","0722","Mining of precious metals",1,"Private Establishment","072","072","Mining of non-ferrous metal ores"
"64","11200722156",1120,"Managing directors and chief executives","0722","Mining of precious metals",5,"With pay (Family owned Business)","072","072","Mining of non-ferrous metal ores"
"65","11200722156",1120,"Managing directors and chief executives","0722","Mining of precious metals",6,"Without Pay (Family owned Business)","072","072","Mining of non-ferrous metal ores"
"66","11200729156",1120,"Managing directors and chief executives","0729","Mining of other non-ferrous metal ores",1,"Private Establishment","072","072","Mining of non-ferrous metal ores"
"67","11200729156",1120,"Managing directors and chief executives","0729","Mining of other non-ferrous metal ores",5,"With pay (Family owned Business)","072","072","Mining of non-ferrous metal ores"
"68","11200729156",1120,"Managing directors and chief executives","0729","Mining of other non-ferrous metal ores",6,"Without Pay (Family owned Business)","072","072","Mining of non-ferrous metal ores"
"69","11200810156",1120,"Managing directors and chief executives","0810","Quarrying of stone, sand and clay",1,"Private Establishment","081","081","Quarrying of stone, sand and clay"
"70","11200810156",1120,"Managing directors and chief executives","0810","Quarrying of stone, sand and clay",5,"With pay (Family owned Business)","081","081","Quarrying of stone, sand and clay"
"71","11200810156",1120,"Managing directors and chief executives","0810","Quarrying of stone, sand and clay",6,"Without Pay (Family owned Business)","081","081","Quarrying of stone, sand and clay"
"72","11200891156",1120,"Managing directors and chief executives","0891","Mining of chemical and fertilizer minerals",1,"Private Establishment","089","089","Mining and quarrying, n.e.c."
"73","11200891156",1120,"Managing directors and chief executives","0891","Mining of chemical and fertilizer minerals",5,"With pay (Family owned Business)","089","089","Mining and quarrying, n.e.c."
"74","11200891156",1120,"Managing directors and chief executives","0891","Mining of chemical and fertilizer minerals",6,"Without Pay (Family owned Business)","089","089","Mining and quarrying, n.e.c."
"75","11200892156",1120,"Managing directors and chief executives","0892","Extraction of peat",1,"Private Establishment","089","089","Mining and quarrying, n.e.c."
"76","11200892156",1120,"Managing directors and chief executives","0892","Extraction of peat",5,"With pay (Family owned Business)","089","089","Mining and quarrying, n.e.c."
"77","11200892156",1120,"Managing directors and chief executives","0892","Extraction of peat",6,"Without Pay (Family owned Business)","089","089","Mining and quarrying, n.e.c."
"78","11200893156",1120,"Managing directors and chief executives","0893","Extraction of salt",1,"Private Establishment","089","089","Mining and quarrying, n.e.c."
"79","11200893156",1120,"Managing directors and chief executives","0893","Extraction of salt",5,"With pay (Family owned Business)","089","089","Mining and quarrying, n.e.c."
"80","11200893156",1120,"Managing directors and chief executives","0893","Extraction of salt",6,"Without Pay (Family owned Business)","089","089","Mining and quarrying, n.e.c."
"81","11200899156",1120,"Managing directors and chief executives","0899","Other mining and quarrying, n.e.c.",1,"Private Establishment","089","089","Mining and quarrying, n.e.c."
"82","11200899156",1120,"Managing directors and chief executives","0899","Other mining and quarrying, n.e.c.",5,"With pay (Family owned Business)","089","089","Mining and quarrying, n.e.c."
"83","11200899156",1120,"Managing directors and chief executives","0899","Other mining and quarrying, n.e.c.",6,"Without Pay (Family owned Business)","089","089","Mining and quarrying, n.e.c."
"84","11200910156",1120,"Managing directors and chief executives","0910","Support activities for petroleum and gas extraction",1,"Private Establishment","091","091","Support activities for petroleum and gas extraction"
"85","11200910156",1120,"Managing directors and chief executives","0910","Support activities for petroleum and gas extraction",5,"With pay (Family owned Business)","091","091","Support activities for petroleum and gas extraction"
"86","11200910156",1120,"Managing directors and chief executives","0910","Support activities for petroleum and gas extraction",6,"Without Pay (Family owned Business)","091","091","Support activities for petroleum and gas extraction"
"87","11200990156",1120,"Managing directors and chief executives","0990","Support activities for other mining and quarrying",1,"Private Establishment","099","099","Support activities for other mining and quarrying"
"88","11200990156",1120,"Managing directors and chief executives","0990","Support activities for other mining and quarrying",5,"With pay (Family owned Business)","099","099","Support activities for other mining and quarrying"
"89","11200990156",1120,"Managing directors and chief executives","0990","Support activities for other mining and quarrying",6,"Without Pay (Family owned Business)","099","099","Support activities for other mining and quarrying"
"90","11201011156",1120,"Managing directors and chief executives","1011","Slaughtering and meat packing",1,"Private Establishment","101","101","Processing and preserving of meat"
"91","11201011156",1120,"Managing directors and chief executives","1011","Slaughtering and meat packing",5,"With pay (Family owned Business)","101","101","Processing and preserving of meat"
"92","11201011156",1120,"Managing directors and chief executives","1011","Slaughtering and meat packing",6,"Without Pay (Family owned Business)","101","101","Processing and preserving of meat"
"93","11201012156",1120,"Managing directors and chief executives","1012","Production, processing and preserving of meat and meat products",1,"Private Establishment","101","101","Processing and preserving of meat"
"94","11201012156",1120,"Managing directors and chief executives","1012","Production, processing and preserving of meat and meat products",5,"With pay (Family owned Business)","101","101","Processing and preserving of meat"
"95","11201012156",1120,"Managing directors and chief executives","1012","Production, processing and preserving of meat and meat products",6,"Without Pay (Family owned Business)","101","101","Processing and preserving of meat"
"96","11201020156",1120,"Managing directors and chief executives","1020","Processing and preserving of fish, crustaceans and mollusks",1,"Private Establishment","102","102","Processing and preserving of fish, crustaceans and mollusks"
"97","11201020156",1120,"Managing directors and chief executives","1020","Processing and preserving of fish, crustaceans and mollusks",5,"With pay (Family owned Business)","102","102","Processing and preserving of fish, crustaceans and mollusks"
"98","11201020156",1120,"Managing directors and chief executives","1020","Processing and preserving of fish, crustaceans and mollusks",6,"Without Pay (Family owned Business)","102","102","Processing and preserving of fish, crustaceans and mollusks"
"99","11201030156",1120,"Managing directors and chief executives","1030","Processing and preserving of fruits and vegetables",1,"Private Establishment","103","103","Processing and preserving of fruits and vegetables"
"100","11201030156",1120,"Managing directors and chief executives","1030","Processing and preserving of fruits and vegetables",5,"With pay (Family owned Business)","103","103","Processing and preserving of fruits and vegetables"
"101","11201030156",1120,"Managing directors and chief executives","1030","Processing and preserving of fruits and vegetables",6,"Without Pay (Family owned Business)","103","103","Processing and preserving of fruits and vegetables"
"102","11201041156",1120,"Managing directors and chief executives","1041","Manufacture of virgin coconut oil",1,"Private Establishment","104","104","Manufacture of vegetable and animal oils and fats"
"103","11201041156",1120,"Managing directors and chief executives","1041","Manufacture of virgin coconut oil",5,"With pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"104","11201041156",1120,"Managing directors and chief executives","1041","Manufacture of virgin coconut oil",6,"Without Pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"105","11201044156",1120,"Managing directors and chief executives","1044","Production of crude vegetable oil, cake and meals, other than virgin coconut oil (see class 1041)",1,"Private Establishment","104","104","Manufacture of vegetable and animal oils and fats"
"106","11201044156",1120,"Managing directors and chief executives","1044","Production of crude vegetable oil, cake and meals, other than virgin coconut oil (see class 1041)",5,"With pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"107","11201044156",1120,"Managing directors and chief executives","1044","Production of crude vegetable oil, cake and meals, other than virgin coconut oil (see class 1041)",6,"Without Pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"108","11201045156",1120,"Managing directors and chief executives","1045","Manufacture of refined coconut and other vegetable oil (including corn oil) and margarine",1,"Private Establishment","104","104","Manufacture of vegetable and animal oils and fats"
"109","11201045156",1120,"Managing directors and chief executives","1045","Manufacture of refined coconut and other vegetable oil (including corn oil) and margarine",5,"With pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"110","11201045156",1120,"Managing directors and chief executives","1045","Manufacture of refined coconut and other vegetable oil (including corn oil) and margarine",6,"Without Pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"111","11201046156",1120,"Managing directors and chief executives","1046","Manufacture of fish oil and other marine animal oils",1,"Private Establishment","104","104","Manufacture of vegetable and animal oils and fats"
"112","11201046156",1120,"Managing directors and chief executives","1046","Manufacture of fish oil and other marine animal oils",5,"With pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"113","11201046156",1120,"Managing directors and chief executives","1046","Manufacture of fish oil and other marine animal oils",6,"Without Pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"114","11201047156",1120,"Managing directors and chief executives","1047","Manufacture of unprepared animal feeds from vegetable, animal oils and fats",1,"Private Establishment","104","104","Manufacture of vegetable and animal oils and fats"
"115","11201047156",1120,"Managing directors and chief executives","1047","Manufacture of unprepared animal feeds from vegetable, animal oils and fats",5,"With pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"116","11201047156",1120,"Managing directors and chief executives","1047","Manufacture of unprepared animal feeds from vegetable, animal oils and fats",6,"Without Pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"117","11201049156",1120,"Managing directors and chief executives","1049","Manufacture of vegetable and animal oil and fats, n.e.c.",1,"Private Establishment","104","104","Manufacture of vegetable and animal oils and fats"
"118","11201049156",1120,"Managing directors and chief executives","1049","Manufacture of vegetable and animal oil and fats, n.e.c.",5,"With pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"119","11201049156",1120,"Managing directors and chief executives","1049","Manufacture of vegetable and animal oil and fats, n.e.c.",6,"Without Pay (Family owned Business)","104","104","Manufacture of vegetable and animal oils and fats"
"120","11201051156",1120,"Managing directors and chief executives","1051","Processing of fresh milk and cream",1,"Private Establishment","105","105","Manufacture of dairy products"
"121","11201051156",1120,"Managing directors and chief executives","1051","Processing of fresh milk and cream",5,"With pay (Family owned Business)","105","105","Manufacture of dairy products"
"122","11201051156",1120,"Managing directors and chief executives","1051","Processing of fresh milk and cream",6,"Without Pay (Family owned Business)","105","105","Manufacture of dairy products"
"123","11201052156",1120,"Managing directors and chief executives","1052","Manufacture of powdered milk (except for infants) and condensed or evaporated milk (filled, combined or reconstituted)",1,"Private Establishment","105","105","Manufacture of dairy products"
"124","11201052156",1120,"Managing directors and chief executives","1052","Manufacture of powdered milk (except for infants) and condensed or evaporated milk (filled, combined or reconstituted)",5,"With pay (Family owned Business)","105","105","Manufacture of dairy products"
"125","11201052156",1120,"Managing directors and chief executives","1052","Manufacture of powdered milk (except for infants) and condensed or evaporated milk (filled, combined or reconstituted)",6,"Without Pay (Family owned Business)","105","105","Manufacture of dairy products"
"126","11201053156",1120,"Managing directors and chief executives","1053","Manufacture of infants' powdered milk",1,"Private Establishment","105","105","Manufacture of dairy products"
"127","11201053156",1120,"Managing directors and chief executives","1053","Manufacture of infants' powdered milk",5,"With pay (Family owned Business)","105","105","Manufacture of dairy products"
"128","11201053156",1120,"Managing directors and chief executives","1053","Manufacture of infants' powdered milk",6,"Without Pay (Family owned Business)","105","105","Manufacture of dairy products"
"129","11201054156",1120,"Managing directors and chief executives","1054","Manufacture of butter, cheese and curd",1,"Private Establishment","105","105","Manufacture of dairy products"
"130","11201054156",1120,"Managing directors and chief executives","1054","Manufacture of butter, cheese and curd",5,"With pay (Family owned Business)","105","105","Manufacture of dairy products"
"131","11201054156",1120,"Managing directors and chief executives","1054","Manufacture of butter, cheese and curd",6,"Without Pay (Family owned Business)","105","105","Manufacture of dairy products"
"132","11201055156",1120,"Managing directors and chief executives","1055","Manufacture of ice cream and sherbet, ice drop, ice candy and other flavored ices",1,"Private Establishment","105","105","Manufacture of dairy products"
"133","11201055156",1120,"Managing directors and chief executives","1055","Manufacture of ice cream and sherbet, ice drop, ice candy and other flavored ices",5,"With pay (Family owned Business)","105","105","Manufacture of dairy products"
"134","11201055156",1120,"Managing directors and chief executives","1055","Manufacture of ice cream and sherbet, ice drop, ice candy and other flavored ices",6,"Without Pay (Family owned Business)","105","105","Manufacture of dairy products"
"135","11201056156",1120,"Managing directors and chief executives","1056","Manufacture of milk-based infants' and dietetic foods",1,"Private Establishment","105","105","Manufacture of dairy products"
"136","11201056156",1120,"Managing directors and chief executives","1056","Manufacture of milk-based infants' and dietetic foods",5,"With pay (Family owned Business)","105","105","Manufacture of dairy products"
"137","11201056156",1120,"Managing directors and chief executives","1056","Manufacture of milk-based infants' and dietetic foods",6,"Without Pay (Family owned Business)","105","105","Manufacture of dairy products"
"138","11201057156",1120,"Managing directors and chief executives","1057","Manufacture of yoghurt",1,"Private Establishment","105","105","Manufacture of dairy products"
"139","11201057156",1120,"Managing directors and chief executives","1057","Manufacture of yoghurt",5,"With pay (Family owned Business)","105","105","Manufacture of dairy products"
"140","11201057156",1120,"Managing directors and chief executives","1057","Manufacture of yoghurt",6,"Without Pay (Family owned Business)","105","105","Manufacture of dairy products"
"141","11201058156",1120,"Managing directors and chief executives","1058","Manufacture of whey",1,"Private Establishment","105","105","Manufacture of dairy products"
"142","11201058156",1120,"Managing directors and chief executives","1058","Manufacture of whey",5,"With pay (Family owned Business)","105","105","Manufacture of dairy products"
"143","11201058156",1120,"Managing directors and chief executives","1058","Manufacture of whey",6,"Without Pay (Family owned Business)","105","105","Manufacture of dairy products"
"144","11201059156",1120,"Managing directors and chief executives","1059","Manufacture of dairy products, n.e.c.",1,"Private Establishment","105","105","Manufacture of dairy products"
"145","11201059156",1120,"Managing directors and chief executives","1059","Manufacture of dairy products, n.e.c.",5,"With pay (Family owned Business)","105","105","Manufacture of dairy products"
"146","11201059156",1120,"Managing directors and chief executives","1059","Manufacture of dairy products, n.e.c.",6,"Without Pay (Family owned Business)","105","105","Manufacture of dairy products"
"147","11201061156",1120,"Managing directors and chief executives","1061","Rice/corn milling",1,"Private Establishment","106","106","Manufacture of grain mill products, starches and starch products"
"148","11201061156",1120,"Managing directors and chief executives","1061","Rice/corn milling",5,"With pay (Family owned Business)","106","106","Manufacture of grain mill products, starches and starch products"
"149","11201061156",1120,"Managing directors and chief executives","1061","Rice/corn milling",6,"Without Pay (Family owned Business)","106","106","Manufacture of grain mill products, starches and starch products"
"150","11201062156",1120,"Managing directors and chief executives","1062","Manufacture of grain and vegetable mill products except rice and corn",1,"Private Establishment","106","106","Manufacture of grain mill products, starches and starch products"
"151","11201062156",1120,"Managing directors and chief executives","1062","Manufacture of grain and vegetable mill products except rice and corn",5,"With pay (Family owned Business)","106","106","Manufacture of grain mill products, starches and starch products"
"152","11201062156",1120,"Managing directors and chief executives","1062","Manufacture of grain and vegetable mill products except rice and corn",6,"Without Pay (Family owned Business)","106","106","Manufacture of grain mill products, starches and starch products"
"153","11201063156",1120,"Managing directors and chief executives","1063","Manufacture of starches and starch products",1,"Private Establishment","106","106","Manufacture of grain mill products, starches and starch products"
"154","11201063156",1120,"Managing directors and chief executives","1063","Manufacture of starches and starch products",5,"With pay (Family owned Business)","106","106","Manufacture of grain mill products, starches and starch products"
"155","11201063156",1120,"Managing directors and chief executives","1063","Manufacture of starches and starch products",6,"Without Pay (Family owned Business)","106","106","Manufacture of grain mill products, starches and starch products"
"156","11201071156",1120,"Managing directors and chief executives","1071","Manufacture of bakery products",1,"Private Establishment","107","107","Manufacture of other food products"
"157","11201071156",1120,"Managing directors and chief executives","1071","Manufacture of bakery products",5,"With pay (Family owned Business)","107","107","Manufacture of other food products"
"158","11201071156",1120,"Managing directors and chief executives","1071","Manufacture of bakery products",6,"Without Pay (Family owned Business)","107","107","Manufacture of other food products"
"159","11201072156",1120,"Managing directors and chief executives","1072","Manufacture of sugar",1,"Private Establishment","107","107","Manufacture of other food products"
"160","11201072156",1120,"Managing directors and chief executives","1072","Manufacture of sugar",5,"With pay (Family owned Business)","107","107","Manufacture of other food products"
"161","11201072156",1120,"Managing directors and chief executives","1072","Manufacture of sugar",6,"Without Pay (Family owned Business)","107","107","Manufacture of other food products"
"162","11201073156",1120,"Managing directors and chief executives","1073","Manufacture of cocoa, chocolate and sugar confectionery",1,"Private Establishment","107","107","Manufacture of other food products"
"163","11201073156",1120,"Managing directors and chief executives","1073","Manufacture of cocoa, chocolate and sugar confectionery",5,"With pay (Family owned Business)","107","107","Manufacture of other food products"
"164","11201073156",1120,"Managing directors and chief executives","1073","Manufacture of cocoa, chocolate and sugar confectionery",6,"Without Pay (Family owned Business)","107","107","Manufacture of other food products"
"165","11201074156",1120,"Managing directors and chief executives","1074","Manufacture of macaroni, noodles, couscous and similar farinaceous products",1,"Private Establishment","107","107","Manufacture of other food products"
"166","11201074156",1120,"Managing directors and chief executives","1074","Manufacture of macaroni, noodles, couscous and similar farinaceous products",5,"With pay (Family owned Business)","107","107","Manufacture of other food products"
"167","11201074156",1120,"Managing directors and chief executives","1074","Manufacture of macaroni, noodles, couscous and similar farinaceous products",6,"Without Pay (Family owned Business)","107","107","Manufacture of other food products"
"168","11201075156",1120,"Managing directors and chief executives","1075","Manufactured of prepared meals and dishes",1,"Private Establishment","107","107","Manufacture of other food products"
"169","11201075156",1120,"Managing directors and chief executives","1075","Manufactured of prepared meals and dishes",5,"With pay (Family owned Business)","107","107","Manufacture of other food products"
"170","11201075156",1120,"Managing directors and chief executives","1075","Manufactured of prepared meals and dishes",6,"Without Pay (Family owned Business)","107","107","Manufacture of other food products"
"171","11201076156",1120,"Managing directors and chief executives","1076","Manufacture of food supplements from herbs and other plants",1,"Private Establishment","107","107","Manufacture of other food products"
"172","11201076156",1120,"Managing directors and chief executives","1076","Manufacture of food supplements from herbs and other plants",5,"With pay (Family owned Business)","107","107","Manufacture of other food products"
"173","11201076156",1120,"Managing directors and chief executives","1076","Manufacture of food supplements from herbs and other plants",6,"Without Pay (Family owned Business)","107","107","Manufacture of other food products"
"174","11201077156",1120,"Managing directors and chief executives","1077","Coffee roasting and processing",1,"Private Establishment","107","107","Manufacture of other food products"
"175","11201077156",1120,"Managing directors and chief executives","1077","Coffee roasting and processing",5,"With pay (Family owned Business)","107","107","Manufacture of other food products"
"176","11201077156",1120,"Managing directors and chief executives","1077","Coffee roasting and processing",6,"Without Pay (Family owned Business)","107","107","Manufacture of other food products"
"177","11201078156",1120,"Managing directors and chief executives","1078","Manufacturing of nata de coco and native delicacies or ""kakanin"" e.g., bibingka, puto, suman, kalamay, binagol, moron and other similar products",1,"Private Establishment","107","107","Manufacture of other food products"
"178","11201078156",1120,"Managing directors and chief executives","1078","Manufacturing of nata de coco and native delicacies or ""kakanin"" e.g., bibingka, puto, suman, kalamay, binagol, moron and other similar products",5,"With pay (Family owned Business)","107","107","Manufacture of other food products"
"179","11201078156",1120,"Managing directors and chief executives","1078","Manufacturing of nata de coco and native delicacies or ""kakanin"" e.g., bibingka, puto, suman, kalamay, binagol, moron and other similar products",6,"Without Pay (Family owned Business)","107","107","Manufacture of other food products"
"180","11201079156",1120,"Managing directors and chief executives","1079","Manufacture of other food products, n.e.c.",1,"Private Establishment","107","107","Manufacture of other food products"
"181","11201079156",1120,"Managing directors and chief executives","1079","Manufacture of other food products, n.e.c.",5,"With pay (Family owned Business)","107","107","Manufacture of other food products"
"182","11201079156",1120,"Managing directors and chief executives","1079","Manufacture of other food products, n.e.c.",6,"Without Pay (Family owned Business)","107","107","Manufacture of other food products"
"183","11201080156",1120,"Managing directors and chief executives","1080","Manufacture of prepared animal feeds",1,"Private Establishment","108","108","Manufacture of prepared animal feeds"
"184","11201080156",1120,"Managing directors and chief executives","1080","Manufacture of prepared animal feeds",5,"With pay (Family owned Business)","108","108","Manufacture of prepared animal feeds"
"185","11201080156",1120,"Managing directors and chief executives","1080","Manufacture of prepared animal feeds",6,"Without Pay (Family owned Business)","108","108","Manufacture of prepared animal feeds"
"186","11201101156",1120,"Managing directors and chief executives","1101","Distilling, rectifying and blending of spirits",1,"Private Establishment","110","110","Manufacture of beverages"
"187","11201101156",1120,"Managing directors and chief executives","1101","Distilling, rectifying and blending of spirits",5,"With pay (Family owned Business)","110","110","Manufacture of beverages"
